"city";"city_api_description_name";"city_api_description_timezone";"city_api_description_lat";"city_api_description_lon";"city_api_network_start";"city_api_network_end";
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"5.43.240.0";"5.43.247.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"5.178.24.0";"5.178.24.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"5.178.26.0";"5.178.31.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"37.99.216.0";"37.99.223.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"46.61.145.0";"46.61.145.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.25.82.0";"78.25.82.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.36.97.0";"78.36.97.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.36.105.0";"78.36.105.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.36.121.0";"78.36.121.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.37.48.0";"78.37.55.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.37.57.0";"78.37.63.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"78.37.101.0";"78.37.101.127"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"80.92.25.0";"80.92.25.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"83.69.7.0";"83.69.7.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"83.69.15.0";"83.69.15.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"83.69.17.0";"83.69.17.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"83.69.21.0";"83.69.21.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.140.0";"95.52.140.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.143.0";"95.52.143.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.147.0";"95.52.147.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.194.0";"95.52.194.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.197.0";"95.52.198.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.228.0";"95.52.228.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.234.0";"95.52.234.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.52.236.0";"95.52.237.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"95.128.137.0";"95.128.138.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.5.0";"178.65.5.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.8.0";"178.65.8.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.12.0";"178.65.12.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.14.0";"178.65.15.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.19.0";"178.65.20.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.23.0";"178.65.23.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.40.0";"178.65.40.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.56.0";"178.65.56.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.58.0";"178.65.58.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.65.63.0";"178.65.63.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.68.233.0";"178.68.233.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"178.68.239.0";"178.68.239.255"
"Сыктывкар";"Сыктывкар";"Europe/Moscow";"61.6764";"50.8099";"188.168.48.28";"188.168.48.28"
